Mod:Item:MetaData, Localized Name
pressure:canister:0, 金属罐 - 熔融钢
pressure:canister:0, 金属罐 - 熔融铝
pressure:canister:0, 金属罐 - 液态氢
pressure:canister:0, 金属罐 - 液态氧
pressure:canister:0, 金属罐 - 液态氯
pressure:canister:0, 金属罐 - 液态二氧化硫
pressure:canister:0, 金属罐 - 液态三氧化硫
pressure:canister:0, 金属罐 - 硫酸
pressure:canister:0, 金属罐 - 液态氯化氢
pressure:canister:0, 金属罐 - 液态乙烯
pressure:canister:0, 金属罐 - 液态钠
pressure:canister:0, 金属罐 - 盐水
pressure:canister:0, 金属罐 - 液态氘
pressure:canister:0, 金属罐 - 液态氚
pressure:canister:0, 金属罐 - 液态氘氚燃料
pressure:canister:0, 金属罐 - 液态锂
pressure:canister:0, 金属罐 - 重水
pressure:canister:0, 金属罐 - 蒸汽
pressure:canister:0, 金属罐 - 杂酚油
pressure:canister:0, 金属罐 - 液态煤炭
pressure:canister:0, 金属罐 - 石油
pressure:canister:0, 金属罐 - 石脑油
pressure:canister:0, 金属罐 - 精炼油
pressure:canister:0, 金属罐 - 树汁
pressure:canister:0, 金属罐 - 糖浆
pressure:canister:0, 金属罐 - 树脂
pressure:canister:0, 金属罐 - 树油
pressure:canister:0, 金属罐 - 种子油
pressure:canister:0, 金属罐 - 生物质原油
pressure:canister:0, 金属罐 - 藿香碱
pressure:canister:0, 金属罐 - 蘑菇煲
pressure:canister:0, 金属罐 - 知识精华
pressure:canister:0, 金属罐 - 药水
pressure:canister:0, 金属罐 - 喷溅药水
pressure:canister:0, 金属罐 - 滞留药水
pressure:canister:0, 金属罐 - 不稳定红石
pressure:canister:0, 金属罐 - 充能液态荧石
pressure:canister:0, 金属罐 - 谐振末影珍珠
pressure:canister:0, 金属罐 - 烈焰之炽焱
pressure:canister:0, 金属罐 - 极寒之凛冰
pressure:canister:0, 金属罐 - 飞扬之清风
pressure:canister:0, 金属罐 - 板块之层岩
pressure:canister:0, 金属罐 - 元始魔力
pressure:canister:0, 金属罐 - 熔融铂
pressure:canister:0, 金属罐 - 熔融铱
pressure:canister:0, 金属罐 - 熔融殷钢
pressure:canister:0, 金属罐 - 熔融康铜
pressure:canister:0, 金属罐 - 熔融信素
pressure:canister:0, 金属罐 - 熔融流明
pressure:canister:0, 金属罐 - 熔融末影
pressure:canister:0, 金属罐 - 熔融磁钢
pressure:canister:0, 金属罐 - 熔融充能合金
pressure:canister:0, 金属罐 - 熔融脉冲合金
pressure:canister:0, 金属罐 - 熔融红石合金
pressure:canister:0, 金属罐 - 熔融导电铁
pressure:canister:0, 金属罐 - 熔融脉冲铁
pressure:canister:0, 金属罐 - 熔融玄钢
pressure:canister:0, 金属罐 - 熔融魂金
pressure:canister:0, 金属罐 - 熔融末影钢
pressure:canister:0, 金属罐 - 熔融铁合金
pressure:canister:0, 金属罐 - UU物质
pressure:canister:0, 金属罐 - 建筑泡沫
pressure:canister:0, 金属罐 - IC2冷却液
pressure:canister:0, 金属罐 - 杂酚油
pressure:canister:0, 金属罐 - IC2热冷却液
pressure:canister:0, 金属罐 - 绳状熔岩
pressure:canister:0, 金属罐 - 生物质
pressure:canister:0, 金属罐 - 沼气
pressure:canister:0, 金属罐 - 蒸馏水
pressure:canister:0, 金属罐 - 过热蒸汽
pressure:canister:0, 金属罐 - 蒸汽
pressure:canister:0, 金属罐 - 温泉水
pressure:canister:0, 金属罐 - 除草剂喷雾
pressure:canister:0, 金属罐 - 空气
pressure:canister:0, 金属罐 - 氢气
pressure:canister:0, 金属罐 - 氧气
pressure:canister:0, 金属罐 - 重水
pressure:canister:0, 金属罐 - 菜籽油
pressure:canister:0, 金属罐 - 精制菜籽油
pressure:canister:0, 金属罐 - 晶化油
pressure:canister:0, 金属罐 - 充能油
pressure:canister:0, 金属罐 - Wub Wub 果汁
pressure:canister:0, 金属罐 - 熔融离魂
pressure:canister:0, 金属罐 - 熔融基础精华
pressure:canister:0, 金属罐 - 熔融下级精华
pressure:canister:0, 金属罐 - 熔融初级精华
pressure:canister:0, 金属罐 - 熔融中级精华
pressure:canister:0, 金属罐 - 熔融高级精华
pressure:canister:0, 金属罐 - 熔融终极精华
pressure:canister:0, 金属罐 - 魔力熔岩
pressure:canister:0, 金属罐 - 液态魔力
pressure:canister:0, 金属罐 - 乙醇
pressure:canister:0, 金属罐 - 生物质
pressure:canister:0, 金属罐 - 液态玻璃
pressure:canister:0, 金属罐 - 蜂蜜
pressure:canister:0, 金属罐 - 碎冰
pressure:canister:0, 金属罐 - 果汁
pressure:canister:0, 金属罐 - 牛奶
pressure:canister:0, 金属罐 - 种子油
pressure:canister:0, 金属罐 - 蜂蜜酒
pressure:canister:0, 金属罐 - 巫水
pressure:canister:0, 金属罐 - 诱变剂
pressure:canister:0, 金属罐 - 液态基因
pressure:canister:0, 金属罐 - 蛋白质
pressure:canister:0, 金属罐 - 精华液
pressure:canister:0, 金属罐 - 肉汤
pressure:canister:0, 金属罐 - 胶乳
pressure:canister:0, 金属罐 - 污水
pressure:canister:0, 金属罐 - 污泥
pressure:canister:0, 金属罐 - 生物燃油
pressure:canister:0, 金属罐 - 粉红史莱姆
pressure:canister:0, 金属罐 - 蛋白质
pressure:canister:0, 金属罐 - 生矿物肉汤
pressure:canister:0, 金属罐 - 发酵矿物肉汤
pressure:canister:0, 金属罐 - 营养精华液
pressure:canister:0, 金属罐 - 深渊露水
pressure:canister:0, 金属罐 - 轻盈之气
pressure:canister:0, 金属罐 - 烈酒
pressure:canister:0, 金属罐 - 火箭燃料
pressure:canister:0, 金属罐 - 火焰水
pressure:canister:0, 金属罐 - 液态经验
pressure:canister:0, 金属罐 - 液态阳光
pressure:canister:0, 金属罐 - 云之精华
pressure:canister:0, 金属罐 - 浓缩云之精华
pressure:canister:0, 金属罐 - 咒波黏浆
pressure:canister:0, 金属罐 - 死亡之水
pressure:canister:0, 金属罐 - 净化之水
pressure:canister:0, 金属罐 - 熔融焦黑石头
pressure:canister:0, 金属罐 - 熔融黑曜石
pressure:canister:0, 金属罐 - 熔融粘土
pressure:canister:0, 金属罐 - 液态泥土
pressure:canister:0, 金属罐 - 熔融绿宝石
pressure:canister:0, 金属罐 - 血
pressure:canister:0, 金属罐 - 液态蓝色史莱姆
pressure:canister:0, 金属罐 - 液态紫色史莱姆
pressure:canister:0, 金属罐 - 生命源质
pressure:canister:0, 金属罐 - 纯金属
pressure:configurator, 流体过滤调置器
pressure:pipe, 压力管道
pressure:check_valve, 高压遏制阀门
pressure:pipe_sensor, 压力管道感应器
pressure:pump, 高压泵
pressure:output, 高压输出接口
pressure:input, 高压输入接口
pressure:water_source, 无限水源块
pressure:creative_source, 创造液体源块
pressure:drain, 水库排液口
pressure:sluice, 水闸
pressure:tank_controller, 水库主控器
pressure:router, 高压路由器
pressure:tank_block, 水库方块
pressure:tank_indicator, 水库流体指示计
pressure:tank_fluid_output, 水库流体输出接口
pressure:tank_fluid_output_auto, 水库自动输出接口
pressure:tank_fluid_input, 水库流体输入接口
pressure:tank_fluid_access, 水库访问接口
pressure:tank_pressure_output, 水库高压输出接口
pressure:tank_pressure_input, 水库高压输入接口
pressure:tank_interface, 水库端口
pressure:tank_filter, 流体过滤器
pressure:tank_sensor, 水库感应器
pressure:tank_gas_input, 水库气体输入接口
pressure:tank_gas_output, 水库气体输出端口
pressure:gas_input, 高压气体输入端口
pressure:gas_output, 高压气体输出端口
translocators:diamond_nugget, 钻石粒
translocators:translocator_part:0, 物品转运器
translocators:translocator_part:1, 液体转运器
waterpower:rotor.wood, item.waterpower.rotor.wood.name
waterpower:rotor.stone, item.waterpower.rotor.stone.name
waterpower:rotor.lapis, item.waterpower.rotor.lapis.name
waterpower:rotor.tin, item.waterpower.rotor.tin.name
waterpower:rotor.copper, item.waterpower.rotor.copper.name
waterpower:rotor.quartz, item.waterpower.rotor.quartz.name
waterpower:rotor.zinc_alloy, item.waterpower.rotor.zinc_alloy.name
waterpower:rotor.bronze, item.waterpower.rotor.bronze.name
waterpower:rotor.iron, item.waterpower.rotor.iron.name
waterpower:rotor.obsidian, item.waterpower.rotor.obsidian.name
waterpower:rotor.steel, item.waterpower.rotor.steel.name
waterpower:rotor.gold, item.waterpower.rotor.gold.name
waterpower:rotor.manganese_steel, item.waterpower.rotor.manganese_steel.name
waterpower:rotor.diamond, item.waterpower.rotor.diamond.name
waterpower:rotor.vanadium_steel, item.waterpower.rotor.vanadium_steel.name
waterpower:trouser_mk1:0, 高级水力发电机 MK1裤子
waterpower:trouser_mk2:0, 高级水力发电机 MK2裤子
waterpower:trouser_mk3:0, 高级水力发电机 MK3裤子
waterpower:trouser_mk4:0, 高级水力发电机 MK4裤子
waterpower:trouser_mk5:0, 高级水力发电机 MK5裤子
waterpower:trouser_mk6:0, 高级水力发电机 MK6裤子
waterpower:trouser_mk7:0, 高级水力发电机 MK7裤子
waterpower:trouser_mk8:0, 高级水力发电机 MK8裤子
waterpower:trouser_mk9:0, 高级水力发电机 MK9裤子
waterpower:trouser_mk10:0, 高级水力发电机 MK10裤子
waterpower:trouser_mk11:0, 高级水力发电机 MK11裤子
waterpower:trouser_mk12:0, 高级水力发电机 MK12裤子
waterpower:trouser_mk13:0, 高级水力发电机 MK13裤子
waterpower:trouser_mk14:0, 高级水力发电机 MK14裤子
waterpower:trouser_mk15:0, 高级水力发电机 MK15裤子
waterpower:trouser_mk16:0, 高级水力发电机 MK16裤子
waterpower:machine:0, 水力打粉机
waterpower:machine:1, 液压压缩机
waterpower:machine:2, 水力锯木机
waterpower:machine:3, Water-powered Advanced Compressor
waterpower:machine:4, 高速离心机
waterpower:machine:5, 水力车床
waterpower:machine:6, 水力切割机
waterpower:material_block:0, 锌块
waterpower:material_block:1, 锌合金块
waterpower:material_block:2, 钕块
waterpower:material_block:3, 钕磁铁块
waterpower:material_block:4, 工业钢块
waterpower:material_block:5, 磁铁块
waterpower:material_block:6, 钒块
waterpower:material_block:7, 钒钢块
waterpower:material_block:8, 锰块
waterpower:material_block:9, 锰钢块
waterpower:material_block:10, 钢块
waterpower:ore:0, 独居石
waterpower:ore:1, 钒矿
waterpower:ore:2, 锰矿
waterpower:ore:3, 磁铁矿
waterpower:ore:4, 锌矿
waterpower:reservoir:0, 木 水库方块
waterpower:reservoir:1, 石 水库方块
waterpower:reservoir:2, 青金石 水库方块
waterpower:reservoir:3, 锡 水库方块
waterpower:reservoir:4, 铜 水库方块
waterpower:reservoir:5, 石英 水库方块
waterpower:reservoir:6, Zinc 水库方块
waterpower:reservoir:7, 青铜 水库方块
waterpower:reservoir:8, 铁 水库方块
waterpower:reservoir:9, 黑曜石 水库方块
waterpower:reservoir:10, 钢 水库方块
waterpower:reservoir:11, 金 水库方块
waterpower:reservoir:12, 锰钢 水库方块
waterpower:reservoir:13, 钻石 水库方块
waterpower:reservoir:14, 钒钢 水库方块
waterpower:turbine:0, 水轮机 MK1
waterpower:turbine:1, 水轮机 MK2
waterpower:turbine:2, 水轮机 MK3
waterpower:turbine:3, 水轮机 MK4
waterpower:turbine:4, 水轮机 MK5
waterpower:turbine:5, 水轮机 MK6
waterpower:turbine:6, 水轮机 MK7
waterpower:turbine:7, 水轮机 MK8
waterpower:turbine:8, 水轮机 MK9
waterpower:turbine:9, 水轮机 MK10
waterpower:turbine:10, 水轮机 MK11
waterpower:turbine:11, 水轮机 MK12
waterpower:watermill:0, 高级水力发电机 MK1
waterpower:watermill:1, 高级水力发电机 MK2
waterpower:watermill:2, 高级水力发电机 MK3
waterpower:watermill:3, 高级水力发电机 MK4
waterpower:watermill:4, 高级水力发电机 MK5
waterpower:watermill:5, 高级水力发电机 MK6
waterpower:watermill:6, 高级水力发电机 MK7
waterpower:watermill:7, 高级水力发电机 MK8
waterpower:watermill:8, 高级水力发电机 MK9
waterpower:watermill:9, 高级水力发电机 MK10
waterpower:watermill:10, 高级水力发电机 MK11
waterpower:watermill:11, 高级水力发电机 MK12
waterpower:watermill:12, 高级水力发电机 MK13
waterpower:watermill:13, 高级水力发电机 MK14
waterpower:watermill:14, 高级水力发电机 MK15
waterpower:watermill:15, 高级水力发电机 MK16
waterpower:component:0, 木桨叶座
waterpower:component:100, 锌合金桨叶座
waterpower:component:200, 钢桨叶座
waterpower:component:300, 钒钢桨叶座
waterpower:component:400, 零点桨叶座
waterpower:component:1, 木引流板
waterpower:component:101, 锌合金引流板
waterpower:component:201, 钢引流板
waterpower:component:301, 钒钢引流板
waterpower:component:401, 零点引流板
waterpower:component:2, 木固定框
waterpower:component:102, 锌合金固定框
waterpower:component:202, 钢固定框
waterpower:component:302, 钒钢固定框
waterpower:component:402, 零点固定框
waterpower:component:3, 木固着器
waterpower:component:103, 锌合金固着器
waterpower:component:203, 钢固着器
waterpower:component:303, 钒钢固着器
waterpower:component:403, 零点固着器
waterpower:component:4, 木传动轴
waterpower:component:104, 锌合金传动轴
waterpower:component:204, 钢传动轴
waterpower:component:304, 钒钢传动轴
waterpower:component:404, 零点传动轴
waterpower:component:5, 木输出接口
waterpower:component:105, 锌合金输出接口
waterpower:component:205, 钢输出接口
waterpower:component:305, 钒钢输出接口
waterpower:component:405, 零点输出接口
waterpower:component:6, 木转子
waterpower:component:106, 锌合金转子
waterpower:component:206, 钢转子
waterpower:component:306, 钒钢转子
waterpower:component:406, 零点转子
waterpower:component:7, 木定子
waterpower:component:107, 锌合金定子
waterpower:component:207, 钢定子
waterpower:component:307, 钒钢定子
waterpower:component:407, 零点定子
waterpower:component:8, 木外壳
waterpower:component:108, 锌合金外壳
waterpower:component:208, 钢外壳
waterpower:component:308, 钒钢外壳
waterpower:component:408, 零点外壳
waterpower:component:9, 木控制电路
waterpower:component:109, 锌合金控制电路
waterpower:component:209, 钢控制电路
waterpower:component:309, 钒钢控制电路
waterpower:component:409, 零点控制电路
waterpower:crafting:0, 水之铀锭
waterpower:crafting:1, 水之铀锭板MK1
waterpower:crafting:2, 水之铀锭板MK2
waterpower:crafting:3, 水之铀锭板MK3
waterpower:crafting:4, 水之铀锭板MK4
waterpower:crafting:5, 水之铀锭板MK5
waterpower:crafting:6, 水之铀锭板MK6
waterpower:crafting:7, 水之铀锭板MK7
waterpower:crafting:8, 水之铀锭合金板
waterpower:crafting:9, 氦铀等离子锭
waterpower:crafting:10, 氦铀等离子合金板
waterpower:crafting:11, 铱铁合金板
waterpower:crafting:12, 升级插件MK0
waterpower:crafting:13, 升级插件MK1
waterpower:crafting:14, 升级插件MK2
waterpower:crafting:15, 升级插件MK3
waterpower:crafting:16, 升级插件MK4
waterpower:crafting:17, 升级插件MK5
waterpower:crafting:18, 升级插件MK6
waterpower:crafting:19, 升级插件MK7
waterpower:crafting:20, 水库方块核心
waterpower:crafting:21, 高级水库方块核心
waterpower:crafting:22, 基础转子
waterpower:crafting:23, 石制支柱
waterpower:crafting:24, 压缩橡胶
waterpower:crafting:25, 压缩橡胶板
waterpower:crafting:26, 厚压缩橡胶板
waterpower:crafting:27, 致密红石合金板
waterpower:crafting:28, 致密线圈
waterpower:crafting:29, 氧-乙醇焰燃料
waterpower:crafting:30, 银线圈
waterpower:crafting:31, 厚实银线圈
waterpower:crafting:32, 高纯碳粉
waterpower:crafting:33, 碳化钨锭
waterpower:crafting:34, 钻石锯片
waterpower:crafting:35, 钻石研磨轮
waterpower:crafting:36, 黄铜离心锅
waterpower:crafting:37, 工业钢液压缸
waterpower:crafting:38, 钒钢活塞缸
waterpower:crafting:39, 钒钢水管
waterpower:crafting:40, 红宝石喷水口
waterpower:crafting:41, 数据球
waterpower:crafting:42, 仙人掌粉
waterpower:crafting:43, 铁粉
waterpower:crafting:44, 金粉
waterpower:crafting:45, 钻石粉
waterpower:material:0, 锌小撮粉
waterpower:material:100, 锌合金小撮粉
waterpower:material:200, 钕小撮粉
waterpower:material:300, 钕磁铁小撮粉
waterpower:material:400, 工业钢小撮粉
waterpower:material:500, 磁铁小撮粉
waterpower:material:600, 钒小撮粉
waterpower:material:700, 钒钢小撮粉
waterpower:material:800, 锰小撮粉
waterpower:material:900, 锰钢小撮粉
waterpower:material:1000, 钢小撮粉
waterpower:material:1, 锌小堆粉
waterpower:material:101, 锌合金小堆粉
waterpower:material:201, 钕小堆粉
waterpower:material:301, 钕磁铁小堆粉
waterpower:material:401, 工业钢小堆粉
waterpower:material:501, 磁铁小堆粉
waterpower:material:601, 钒小堆粉
waterpower:material:701, 钒钢小堆粉
waterpower:material:801, 锰小堆粉
waterpower:material:901, 锰钢小堆粉
waterpower:material:1001, 钢小堆粉
waterpower:material:2, 锌粉
waterpower:material:102, 锌合金粉
waterpower:material:202, 钕粉
waterpower:material:302, 钕磁铁粉
waterpower:material:402, 工业钢粉
waterpower:material:502, 磁铁粉
waterpower:material:602, 钒粉
waterpower:material:702, 钒钢粉
waterpower:material:802, 锰粉
waterpower:material:902, 锰钢粉
waterpower:material:1002, 钢粉
waterpower:material:3, 锌板
waterpower:material:103, 锌合金板
waterpower:material:203, 钕板
waterpower:material:303, 钕磁铁板
waterpower:material:403, 工业钢板
waterpower:material:503, 磁铁板
waterpower:material:603, 钒板
waterpower:material:703, 钒钢板
waterpower:material:803, 锰板
waterpower:material:903, 锰钢板
waterpower:material:1003, 钢板
waterpower:material:4, 锌厚板
waterpower:material:104, 锌合金厚板
waterpower:material:204, 钕厚板
waterpower:material:304, 钕磁铁厚板
waterpower:material:404, 工业钢厚板
waterpower:material:504, 磁铁厚板
waterpower:material:604, 钒厚板
waterpower:material:704, 钒钢厚板
waterpower:material:804, 锰厚板
waterpower:material:904, 锰钢厚板
waterpower:material:1004, 钢厚板
waterpower:material:5, 锌粒
waterpower:material:105, 锌合金粒
waterpower:material:205, 钕粒
waterpower:material:305, 钕磁铁粒
waterpower:material:405, 工业钢粒
waterpower:material:505, 磁铁粒
waterpower:material:605, 钒粒
waterpower:material:705, 钒钢粒
waterpower:material:805, 锰粒
waterpower:material:905, 锰钢粒
waterpower:material:1005, 钢粒
waterpower:material:6, 锌锭
waterpower:material:106, 锌合金锭
waterpower:material:206, 钕锭
waterpower:material:306, 钕磁铁锭
waterpower:material:406, 工业钢锭
waterpower:material:506, 磁铁锭
waterpower:material:606, 钒锭
waterpower:material:706, 钒钢锭
waterpower:material:806, 锰锭
waterpower:material:906, 锰钢锭
waterpower:material:1006, 钢锭
waterpower:material:7, 锌棍
waterpower:material:107, 锌合金棍
waterpower:material:207, 钕棍
waterpower:material:307, 钕磁铁棍
waterpower:material:407, 工业钢棍
waterpower:material:507, 磁铁棍
waterpower:material:607, 钒棍
waterpower:material:707, 钒钢棍
waterpower:material:807, 锰棍
waterpower:material:907, 锰钢棍
waterpower:material:1007, 钢棍
waterpower:material:8, 锌螺丝
waterpower:material:108, 锌合金螺丝
waterpower:material:208, 钕螺丝
waterpower:material:308, 钕磁铁螺丝
waterpower:material:408, 工业钢螺丝
waterpower:material:508, 磁铁螺丝
waterpower:material:608, 钒螺丝
waterpower:material:708, 钒钢螺丝
waterpower:material:808, 锰螺丝
waterpower:material:908, 锰钢螺丝
waterpower:material:1008, 钢螺丝
waterpower:material:9, 锌齿轮
waterpower:material:109, 锌合金齿轮
waterpower:material:209, 钕齿轮
waterpower:material:309, 钕磁铁齿轮
waterpower:material:409, 工业钢齿轮
waterpower:material:509, 磁铁齿轮
waterpower:material:609, 钒齿轮
waterpower:material:709, 钒钢齿轮
waterpower:material:809, 锰齿轮
waterpower:material:909, 锰钢齿轮
